product_name,code_country,pnns_groups_1,pnns_groups_2,nutrition-score-uk_100g,nutrition-score-fr_100g,sodium_100g,salt_100g,proteins_100g,energy_100g,saturated-fat_100g,sugars_100g,fat_100g,carbohydrates_100g
Activia (Nature) 12 Pots,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.05,0.127,3.4,258.0,2.2,4.4,3.4,4.4
Velouté (Nature) 8 Pots,FRA,Milk and dairy products,Milk and yogurt,1.0,1.0,0.06,0.1524,4.5,318.0,2.4,6.1,3.5,6.1
Velouté (Nature),FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.064,0.163,4.48,319.0,1.84,6.64,3.52,6.64
Taillefine Le Brassé (0 % MG) 8 Pots,FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.062992125984252,0.16,4.5,175.0,0.04,5.6,0.1,5.6
"Velouté Fruix (Fraise, Framboise, Pêche, Abricot)",FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.05,0.127,3.6,393.0,2.0,12.9,2.9,13.2
ILIOS Yaourt  à la Grecque Nature (4 pots) 500 g - Danone,ESP,Milk and dairy products,Milk and yogurt,5.0,5.0,0.04,0.1016,3.8,496.0,6.3,3.6,10.0,3.6
"Gervais (Fraise, Framboise, Abricot, Pêche, Banane) - (2 % MG) 12 Pots",FRA,Milk and dairy products,Cheese,0.0,0.0,0.03,0.0762,6.6,400.0,1.4,12.1,2.0,12.5
"Jockey Stracciatella (6,9 % MG)",FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.05,0.127,4.9,648.0,4.6,17.6,6.9,18.1
"Jockey Aux Fraises (4,1 % MG)",FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.04,0.1016,4.1,499.0,2.7,15.8,4.1,16.2
"Activia (Saveur Citron, Saveur Coco) 12 pots + 4 Gratuits",FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0511811023622047,0.13,3.6,399.0,2.0,13.1,3.1,13.1
"Activia Recette au Fromage Blanc (3,1 % MG) Nature",FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.06,0.1524,6.5,320.0,2.0,5.6,3.1,5.6
"Actimel, Goût Fraise (x 6 Bouteilles)",BEL,Milk and dairy products,Milk and yogurt,1.0,1.0,0.04,0.1016,2.7,316.0,0.04,11.6,0.05,11.8
Danacol (0 % MG) Pêche Abricot,FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.062992125984252,0.16,4.3,210.0,0.1,6.1,0.5,6.6
Activia (Saveur Vanille) 12 Pots (Prix Choc),FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.05,0.127,3.6,399.0,2.0,13.1,3.1,13.1
"Gervita Nature (10,3 % MG) 8 Pots",FRA,Milk and dairy products,Cheese,3.0,3.0,0.03,0.0762,6.9,561.0,6.9,3.7,10.3,3.8
Fjørd Nature,FRA,Milk and dairy products,Dairy desserts,6.0,6.0,0.0433070866141732,0.11,3.1,489.0,7.0,3.9,10.0,3.9
Activia (Brassé Nature) 8 Pots,FRA,Milk and dairy products,Milk and yogurt,1.0,1.0,0.0472,0.12,4.08,289.0,2.32,5.44,3.44,5.44
"Taillefine (0 % MG, 0 % Sucres ajoutés), (Arômes naturels : Saveurs Coco, Vanille, Pêche) 12 pots",FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.06,0.1524,4.2,180.0,0.3,5.5,0.4,5.5
Danette (le Liégeois Chocolat) 4 Pots,FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.0708661417322835,0.18,2.9,656.0,5.2,17.1,7.5,19.0
Danette (le Liégeois Café) 4 Pots,FRA,Milk and dairy products,Dairy desserts,7.0,7.0,0.0433070866141732,0.11,2.9,621.0,4.9,16.1,7.0,18.3
"Activia (Ananas, Cerise, Fraise, Mangue, Figue, Abricot) 12 Pots + 4 Gratuits",FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.0551181102362205,0.14,3.5,407.0,2.3,12.9,3.3,13.2
Ananas,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0511811023622047,0.13,3.9,412.0,1.9,13.1,2.9,14.0
Danette (le Liégeois Caramel) 4 Pots,FRA,Milk and dairy products,Dairy desserts,8.0,8.0,0.0905511811023622,0.23,3.0,612.0,4.9,16.0,7.0,17.7
Activa (Nature) 12 Pots,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0511811023622047,0.13,3.4,258.0,2.2,4.4,3.4,4.4
Activia (Nature) 16 Pots,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0511811023622047,0.13,3.4,258.0,2.2,4.4,3.4,4.4
Actimel + (0 % MG) x 6 Bouteilles,BEL,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.04,0.1016,2.8,121.0,0.03,3.3,0.1,3.3
Actimel + (x 10 Bouteilles),BEL,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0393700787401575,0.1,2.8,299.0,1.1,10.5,1.6,10.5
"Danio Pêche (2,4 % MG)",FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0393700787401575,0.1,7.3,414.0,1.6,11.5,2.4,12.0
"Danio Framboise (2,4 % MG)",FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0393700787401575,0.1,7.3,399.0,1.7,10.3,2.4,10.7
Le Liégeois Saveur Vanille,FRA,Milk and dairy products,Dairy desserts,7.0,7.0,0.0511811023622047,0.13,3.0,586.0,5.0,14.1,7.2,15.7
"Taillefine les Desserts Fondant à la Vanille (0,9 % MG)",FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0669291338582677,0.17,4.1,317.0,0.6,10.1,0.9,11.5
Yaourt (Nature) 16 Pots,FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.0590551181102362,0.15,4.0,195.0,0.6,5.3,1.0,5.3
Danette saveur Vanille,FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.0511811023622047,0.13,3.0,453.0,2.0,14.5,3.0,17.1
"Activia (0 % MG) - (Cerise, Pêche, Ananas, Fraise) 12 Pots",FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.078740157480315,0.2,4.7,239.0,0.05,8.8,0.09,9.1
Danette (la Chocolaterie Choco Caramel),FRA,Milk and dairy products,Dairy desserts,6.0,6.0,0.106299212598425,0.27,3.4,561.0,2.7,18.5,4.0,20.6
Danette (la Chocolaterie Choco Saveur Praliné),FRA,Milk and dairy products,Dairy desserts,4.0,4.0,0.047244094488189003,0.12,3.5,538.0,2.9,16.5,4.3,18.7
Activia (Saveur Vanille) 12 Pots,FRA,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0511811023622047,0.13,3.6,399.0,2.0,13.1,3.1,13.1
Velouté (Nature),FRA,Milk and dairy products,Milk and yogurt,1.0,1.0,0.0590551181102362,0.15,4.5,310.0,2.4,6.1,3.5,6.1
Danio Mangue (0 % MG),FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.0393700787401575,0.1,7.9,335.0,0.1,11.3,0.2,11.6
Danio (0 % MG) Miel ,FRA,Milk and dairy products,Milk and yogurt,-1.0,-1.0,0.0393700787401575,0.1,7.9,348.0,0.1,11.4,0.2,12.1
Danette (le Liégeois Chocolat) 4 pots,FRA,Milk and dairy products,Dairy desserts,7.0,7.0,0.0866141732283465,0.22,3.1,618.0,4.1,17.9,5.9,19.9
Le Yaourt au Citron,DEU,Milk and dairy products,Milk and yogurt,7.0,7.0,0.0511811023622047,0.13,3.0,610.0,5.9,12.9,9.0,13.3
Taillefine Plus Citron (0 % MG),FRA,Milk and dairy products,Milk and yogurt,-5.0,-5.0,0.0826771653543307,0.21,8.6,213.0,0.07,3.2,0.1,3.7
Taillefine Plus Cerise (0 % MG),FRA,Milk and dairy products,Milk and yogurt,-4.0,-4.0,0.0748031496062992,0.19,8.2,259.0,0.07,6.3,0.1,6.9
Taillefine Plus Ananas (0 % MG),FRA,Milk and dairy products,Milk and yogurt,-4.0,-4.0,0.0354330708661417,0.09,8.1,234.0,0.06,5.5,0.1,5.7
Taillefine Plus Nature (0 % MG),FRA,Milk and dairy products,Milk and yogurt,-5.0,-5.0,0.0393700787401575,0.1,9.8,226.0,0.07,3.4,0.1,3.4
Taillefine Plus Saveur Vanille (0 % MG),FRA,Milk and dairy products,Milk and yogurt,-4.0,-4.0,0.0393700787401575,0.1,8.5,243.0,0.06,5.0,0.1,5.5
Taillefine Plus Fruits Rouges (0 % MG),FRA,Milk and dairy products,Milk and yogurt,-4.0,-4.0,0.0511811023622047,0.13,8.1,238.0,0.06,5.4,0.1,5.8
"Danio Fraise (2,4 % MG)",FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.0393700787401575,0.1,7.3,410.0,1.6,10.9,2.4,11.6
Activia (Nature) 12 Pots,FRA,Milk and dairy products,Milk and yogurt,0.0,0.0,0.047244094488189003,0.12,3.4,258.0,2.2,4.4,3.4,4.4
Danette Pop Chocolat Billes 3 Chocos,FRA,Milk and dairy products,Dairy desserts,6.0,6.0,0.0905511811023622,0.23,3.6,615.0,2.7,19.2,4.2,22.9
Danette (le Liégeois Saveur Pistache) 4 Pots,FRA,Milk and dairy products,Dairy desserts,6.0,6.0,0.0590551181102362,0.15,3.2,554.0,3.9,15.4,5.6,17.0
Danio Fruit de la passion 0% MG (maxi format 2 pots),FRA,Milk and dairy products,Milk and yogurt,-2.0,-2.0,0.0590551181102362,0.15,8.1,350.0,0.1,11.7,0.1,12.2
"Velouté Fruix (Pêche, Mangue, Abricot) 8 Pots",FRA,Milk and dairy products,Milk and yogurt,3.0,3.0,0.0433070866141732,0.11,3.0,389.0,2.0,12.5,2.9,13.5
Star Wars Vanille,DEU,Milk and dairy products,Milk and yogurt,2.0,2.0,0.0511811023622047,0.13,3.4,400.0,1.9,13.4,2.9,13.8
Dany Chocolat,FRA,Milk and dairy products,Dairy desserts,3.0,3.0,0.0590551181102362,0.15,3.7,489.0,1.9,17.3,2.8,18.7
Danette saveur Brownie,FRA,Milk and dairy products,Dairy desserts,5.0,5.0,0.0748031496062992,0.19,3.5,549.0,2.2,18.3,3.4,20.9
Pain d'épices Spécial Foie Gras,FRA,Sugary snacks,Biscuits and cakes,17.0,17.0,0.393700787401575,1.0,4.6,1422.0,0.6,43.0,2.3,71.0
Pain d'épices spécial foie gras à la figue,FRA,Sugary snacks,Biscuits and cakes,17.0,17.0,0.393700787401575,1.0,4.6,1414.0,0.53,44.0,2.2,71.0
Parmentier de Bœuf (À la mousseline de potiron butternut parsemée d'amandes effilées),FRA,Composite foods,One-dish meals,5.0,5.0,0.303149606299213,0.77,4.2,473.0,3.7,2.0,5.8,11.0
Fondue de Poireaux aux Cèpes,FRA,Composite foods,One-dish meals,2.0,2.0,0.23622047244094502,0.6,2.2,520.0,5.0,3.6,8.3,8.7
Le Raffiné,FRA,unknown,unknown,20.0,20.0,0.433070866141732,1.1,6.4,2104.0,23.0,1.6,53.0,2.0
Bloc de Foie Gras de Canard,FRA,unknown,unknown,20.0,20.0,0.433070866141732,1.1,6.4,2104.0,23.0,1.6,53.0,2.0
Bloc de foie gras de canard du Sud-Ouest avec morceaux,FRA,unknown,unknown,20.0,20.0,0.433070866141732,1.1,6.4,2104.0,23.0,1.6,53.0,2.0
Bloc de foie gras de canard du Sud-Ouest avec morceaux,FRA,unknown,unknown,20.0,20.0,0.433070866141732,1.1,6.4,2104.0,23.0,1.6,53.0,2.0
Bloc de foie gras de canard du Sud-Ouest avec morceaux,FRA,unknown,unknown,20.0,20.0,0.433070866141732,1.1,6.4,2104.0,23.0,1.6,53.0,2.0
Le Duo bloc de foie gras de canard du Sud-Ouest,FRA,unknown,unknown,20.0,20.0,0.433070866141732,1.1,6.4,2104.0,23.0,1.6,53.0,2.0
Bloc de foie gras d'oie avec morceaux,FRA,unknown,unknown,19.0,19.0,0.433070866141732,1.1,7.1,1825.0,18.0,2.1,45.0,2.3
Bloc de foie gras de canard du Sud-Ouest au Sauternes,FRA,unknown,unknown,20.0,20.0,0.433070866141732,1.1,6.4,2104.0,23.0,1.6,53.0,2.0
Saumon fumé Bio - Doux et Equilibré (4 tranches) - 130 g,FRA,Fish Meat Eggs,Fish and seafood,14.0,14.0,1.14173228346457,2.9,22.0,828.0,2.5,0.6,12.0,0.6
Tendre pavé de saumon fumé sésame,FRA,Fish Meat Eggs,Fish and seafood,14.0,14.0,1.14173228346457,2.9,22.0,828.0,2.5,0.6,12.0,0.6
Saumon fumé Le Norvège - Doux & Délicat ,FRA,Fish Meat Eggs,Fish and seafood,14.0,14.0,1.141,2.89814,22.0,828.0,2.5,0.6,12.0,0.6
Saumon fumé sauvage du Pacifique,FRA,Fish Meat Eggs,Fish and seafood,11.0,11.0,1.14173228346457,2.9,24.0,515.0,0.6,0.8,2.6,0.8
Saumon fumé dégustation L'Ecosse,FRA,Fish Meat Eggs,Fish and seafood,14.0,14.0,1.14173228346457,2.9,22.0,828.0,2.5,0.6,12.0,0.6
Saumon fumé Le Norvège (-25% de sel) ,FRA,Fish Meat Eggs,Fish and seafood,12.0,12.0,0.78740157480315,2.0,22.0,828.0,2.5,0.6,12.0,0.6
Grand Chocolat Noir Noisettes entières,CHE,Sugary snacks,Chocolate products,18.0,18.0,0.01,0.0254,8.7,2401.0,16.5,31.3,41.7,36.2
Grand Chocolat - Eclat noir - Fèves de cacao,CHE,Sugary snacks,Chocolate products,18.0,18.0,0.01,0.0254,7.7,2320.0,22.3,34.4,37.8,38.6
Riz au lait,FRA,unknown,unknown,3.0,3.0,0.0511811023622047,0.13,2.4,477.0,1.3,13.0,2.2,20.7
Hachis Parmentier - Bolino,DEU,Composite foods,One-dish meals,19.0,19.0,1.22047244094488,3.1,15.0,1717.0,2.4,27.0,10.0,63.0
Pâtes à la bolognaise - Bolino,DEU,Cereals and potatoes,Cereals,1.0,1.0,0.303,0.77,3.68,406.0,0.0645,2.71,0.903,17.9
P'tit Gourmand saveur Vanille,FRA,unknown,unknown,3.0,3.0,0.05,0.127,3.0,391.0,1.9,9.3,3.1,13.0
Nesquik Plus,FRA,Sugary snacks,Chocolate products,11.0,11.0,0.16,0.4064,5.0,1601.0,1.5,75.6,3.0,79.6
Pur Soup' Velouté de Légumes du Soleil ,FRA,Fruits and vegetables,Soups,1.0,1.0,0.28740157480315004,0.73,1.0,160.0,0.2,2.9,1.5,4.6
Velouté de Potiron et pointe de crème Liebig,FRA,Fruits and vegetables,Soups,2.0,2.0,0.29,0.7366,0.8,147.0,0.8,2.4,1.7,3.8
"Pur Soup' Pommes de terre, Poireaux, Lentilles",FRA,Fruits and vegetables,Soups,0.0,0.0,0.275590551181102,0.7,1.4,167.0,0.8,1.3,1.4,4.6
Soupe à l'Oignon au Fromage fondu,FRA,Composite foods,One-dish meals,2.0,2.0,0.346456692913386,0.88,1.0,129.0,0.6,1.8,1.0,3.8
Pot au feu de légumes,FRA,unknown,unknown,2.0,2.0,0.315,0.8001,1.4,108.0,0.1,0.9,0.7,3.0
Fondue de poireaux aux Saint-Jacques,FRA,Composite foods,One-dish meals,3.0,3.0,0.315,0.8,1.6,242.0,2.0,1.0,3.32,5.0
Fondue de poireaux aux St Jacques,FRA,Fruits and vegetables,Soups,2.0,2.0,0.307,0.77978,1.6,242.0,2.0,1.0,3.3,5.0
Velouté de Potiron et pointe de crème (lot de 2),FRA,Fruits and vegetables,Soups,2.0,2.0,0.29,0.7366,0.8,147.0,0.8,2.4,1.7,3.8
Légumes et vermicelles,FRA,Fruits and vegetables,Soups,2.0,2.0,0.303,0.76962,0.9,139.0,0.4,1.4,1.0,4.6
Bio Légumes du Soleil,FRA,unknown,unknown,1.0,1.0,0.22834645669291298,0.58,0.7,148.0,0.2,2.8,0.8,6.3
Gazpacho,FRA,Fruits and vegetables,Soups,2.0,2.0,0.295275590551181,0.75,0.5,107.0,0.2,2.2,1.3,2.6
"Soupe à la thaï, légumes et lait de coco",FRA,Composite foods,One-dish meals,3.0,3.0,0.295,0.7493,0.8,191.0,1.5,1.2,2.7,4.0
Délice de Tomates au Pesto,FRA,Composite foods,One-dish meals,1.0,1.0,0.295275590551181,0.75,1.0,297.0,0.8,4.0,4.8,5.2
Pur Soup' Mouliné de 10 Légumes variés,FRA,Fruits and vegetables,Soups,0.0,0.0,0.275590551181102,0.7,0.9,150.0,0.4,1.4,1.2,4.6
La Bisque de Homard,FRA,Fat and sauces,Dressings and sauces,6.0,6.0,0.708661417322835,1.8,2.5,272.0,1.0,1.8,2.9,7.0
Pur Soup' Velouté de légumes,FRA,Fruits and vegetables,Soups,2.0,2.0,0.295275590551181,0.75,0.8,188.0,0.7,2.4,2.1,5.3
Velouté de Poireaux Pommes de Terre et pointe de crème,FRA,Fruits and vegetables,Soups,3.0,3.0,0.28346456692913397,0.72,0.8,193.0,1.0,0.7,2.5,4.8
PurSoup' Velouté de tomates,FRA,Fruits and vegetables,Soups,1.0,1.0,0.287,0.7289800000000001,0.6,163.0,0.4,3.1,0.7,7.2
PurSoup' Velouté de cresson,FRA,Fruits and vegetables,Soups,3.0,3.0,0.307086614173228,0.78,1.0,143.0,0.5,0.9,0.8,5.4
Soupe de Poissons aux Aromates,FRA,Composite foods,One-dish meals,2.0,2.0,0.31496062992126,0.8,2.6,140.0,0.2,0.8,1.0,3.4
Mayonnaise saveur forte,FRA,Fat and sauces,Dressings and sauces,18.0,18.0,0.5118110236220471,1.3,1.4,2718.0,5.6,2.5,71.0,3.3
Risetti - Panzani,FRA,Cereals and potatoes,Cereals,-6.0,-6.0,0.005118110236220471,0.013000000000000001,13.0,1527.0,0.35,3.7,2.0,72.0
Gnocchi à Poêler ,ITA,Cereals and potatoes,Cereals,3.0,3.0,0.5,1.27,3.7,720.0,0.2,0.1,0.3,37.0
Tomacoulis,ITA,Fruits and vegetables,Vegetables,-3.0,-3.0,0.295275590551181,0.75,1.5,163.0,0.03,5.6,0.1,6.9
Tomacouli Bio,ITA,Fruits and vegetables,Vegetables,-5.0,-5.0,0.063,0.16002,1.3,91.0,0.0,3.5,0.1,3.5
" Le Ravioli (Pur Bœuf, Farce au Bœuf)",FRA,Cereals and potatoes,Cereals,1.0,1.0,0.3543307086614171,0.9,3.8,370.0,0.8,1.4,2.3,12.6
Le Ravioli (Pur Bœuf),FRA,Cereals and potatoes,Cereals,2.0,2.0,0.3543307086614171,0.9,3.8,370.0,0.8,1.4,2.3,12.6
Le Ravioli (Pur Bœuf),FRA,Cereals and potatoes,Cereals,2.0,2.0,0.3543307086614171,0.9,3.8,370.0,0.8,1.4,2.3,12.6
Le Ravioli Bolognaise,FRA,Cereals and potatoes,Cereals,1.0,1.0,0.3543307086614171,0.9,4.9,406.0,1.3,1.7,3.4,11.3
Le Ravioli Bolognaise (Farce au Bœuf),FRA,Cereals and potatoes,Cereals,3.0,3.0,0.433070866141732,1.1,4.9,409.0,1.1,1.4,3.0,12.3
Le Spaghetti Bolognaise,FRA,Composite foods,One-dish meals,2.0,2.0,0.374015748031496,0.95,3.5,307.0,0.6,2.6,1.7,10.5
Le Cannelloni,FRA,Cereals and potatoes,Cereals,3.0,3.0,0.334645669291339,0.85,4.5,430.0,1.2,2.2,3.5,12.5
Le Cannelloni (100 % pur Bœuf),FRA,Cereals and potatoes,Cereals,3.0,3.0,0.433070866141732,1.1,4.6,410.0,1.2,2.0,3.0,12.5
Minis Quenelles de Veau au Naturel,FRA,Composite foods,One-dish meals,12.0,12.0,0.590551181102362,1.5,4.4,701.0,4.9,0.5,12.9,8.5
" 6 Quenelles de Brochet, Sauce Nantua",FRA,Composite foods,One-dish meals,4.0,4.0,0.3543307086614171,0.9,3.4,439.0,2.4,1.0,6.0,9.0
"Quenelles de Veau, Sauce Financière",FRA,Composite foods,One-dish meals,4.0,4.0,0.31496062992126,0.8,4.0,429.0,2.3,1.1,5.4,9.0
"6 Quenelles de Saumon, Sauce Océane",FRA,Composite foods,One-dish meals,4.0,4.0,0.3543307086614171,0.9,3.4,446.0,2.4,0.9,6.1,9.2
"6 Quenelles de Volaille, Sauce Forestière",FRA,Composite foods,One-dish meals,4.0,4.0,0.3543307086614171,0.9,3.2,441.0,2.5,0.7,6.0,9.3
Spaghettini Bolognaise (Les Cuisinées Express),ESP,Composite foods,One-dish meals,2.0,2.0,0.614173228346457,1.56,6.4,694.0,1.2,2.3,6.2,19.4
Wok Nouilles au poulet curry,ESP,Composite foods,One-dish meals,1.0,1.0,0.5708661417322829,1.45,6.0,587.0,0.7,0.9,3.3,20.1
Extra Bolognese,ITA,Fat and sauces,Dressings and sauces,4.0,4.0,0.57,1.4478,5.7,350.0,1.2,5.2,3.2,7.1
Penne Bolognaise aux Epices (Les Cuisinées Express),ESP,Composite foods,One-dish meals,-1.0,-1.0,0.440944881889764,1.12,6.1,519.0,0.9,2.7,5.6,11.0
Curry de Volaille riz basmati - Halal ,FRA,Composite foods,One-dish meals,3.0,3.0,0.393700787401575,1.0,6.0,421.0,1.1,0.1,3.5,10.8
Lasagnes Bolognese,FRA,Composite foods,One-dish meals,1.0,1.0,0.393700787401575,1.0,4.6,516.3,1.1,4.9,4.5,16.0
La Blanquette de Dinde,FRA,Composite foods,One-dish meals,0.0,0.0,0.3543307086614171,0.9,5.0,292.0,1.1,0.2,2.3,6.6
1898 Blanquette de veau,FRA,Composite foods,One-dish meals,1.0,1.0,0.31496062992126,0.8,5.5,358.0,1.3,1.1,3.8,6.7
"L'Assiette du Jour, Hachis Parmentier (Pur Bœuf)",FRA,Composite foods,One-dish meals,3.0,3.0,0.4,1.016,5.0,427.0,2.8,0.3,4.5,10.0
Pesto au Basilic Frais,ITA,Fat and sauces,Dressings and sauces,17.0,17.0,0.9842519685039369,2.5,4.1,1513.0,5.3,3.6,34.0,10.0
Pesto Basilic & Ricotta,ITA,Fat and sauces,Dressings and sauces,17.0,17.0,1.1811023622047199,3.0,3.6,1521.0,3.8,3.6,34.0,11.0
Pesto Basilic & Pignons entiers,ITA,Fat and sauces,Dressings and sauces,15.0,15.0,1.1811023622047199,3.0,5.1,1418.0,3.5,3.1,30.0,11.0
"5 Sachets 3 Riz blanc, rouge et sauvage - Lustucru",FRA,Cereals and potatoes,Cereals,-2.0,-2.0,0.0196850393700787,0.05,7.6,1502.0,0.2,0.4,1.4,78.0
Coffret plaisir 16 pièces,FRA,Composite foods,One-dish meals,3.0,3.0,0.551181102362205,1.4,6.7,608.0,0.8,2.0,4.0,20.0
Miettes de morue salée,FRA,Fish Meat Eggs,Fish and seafood,5.0,5.0,11.0236220472441,28.0,18.0,330.0,0.4,0.0,0.8,0.0
Filets de morue salée,FRA,Fish Meat Eggs,Fish and seafood,5.0,5.0,7.08661417322835,18.0,18.0,330.0,0.4,0.0,0.8,0.0
Brandade de Morue Parmentière,FRA,Composite foods,One-dish meals,0.0,0.0,0.4,1.016,7.5,650.0,3.8,1.8,10.0,7.4
"Saumon Fumé Norvège, 6 tranches",FRA,Fish Meat Eggs,Fish and seafood,14.0,14.0,1.18,2.9972,21.0,773.0,2.8,0.1,11.7,0.1
Saumon fumé écosse,FRA,Fish Meat Eggs,Fish and seafood,14.0,14.0,1.1811023622047199,3.0,21.0,773.0,2.8,0.1,11.7,0.1
Pavé Minute Saumon Cuit sauce Beurre Citron,FRA,unknown,unknown,15.0,15.0,0.78740157480315,2.0,18.0,889.0,5.5,0.0,15.0,1.1
Cabillaud Tomate & Basilic,FRA,Fish Meat Eggs,Fish and seafood,1.0,1.0,0.484251968503937,1.23,16.0,410.0,0.4,0.0,3.2,0.7
Le Saint Morgon (23% MG),FRA,Milk and dairy products,Cheese,18.0,13.0,0.5118110236220471,1.3,20.0,1191.0,16.0,0.5,23.0,0.5
Le Chandor (25 % MG),FRA,Milk and dairy products,Cheese,19.0,14.0,0.551181102362205,1.4,20.0,1259.0,17.0,0.0005,25.0,0.001
L'Absolu Bavettes et leur fondue d'échalotes,FRA,Fish Meat Eggs,Meat,1.0,1.0,0.32299999999999995,0.82,15.3,510.0,2.07,0.0,5.67,2.27
L'Absolu Pavés de Rumsteck aux 3 poivres,FRA,Fish Meat Eggs,Meat,-1.0,-1.0,0.29133858267716495,0.74,21.0,448.0,0.7,0.6,2.1,0.8
L'Absolu Pavés de Rumsteck à l'Echalote,FRA,Fish Meat Eggs,Meat,0.0,0.0,0.440944881889764,1.12,21.0,452.0,0.7,0.6,2.1,1.4
10 burgers surgelés,FRA,Fish Meat Eggs,Meat,18.0,18.0,0.47244094488189003,1.2,11.0,1029.0,12.0,1.0,20.0,6.0
L'Absolu Pavés de Rumsteck,FRA,Fish Meat Eggs,Meat,-1.0,-1.0,0.255905511811024,0.65,20.0,455.0,1.2,0.0,3.1,0.0
L'Absolu (kit pour 2 escalopes de porc panées nature),FRA,Fish Meat Eggs,Meat,2.0,2.0,0.47244094488189003,1.2,18.0,634.0,1.6,0.4,4.6,9.0
Lentille verte du Puy - AOP - 500 g - Vivien Paille,FRA,Fruits and vegetables,Vegetables,-11.0,-11.0,0.0021,0.005334,24.1,1664.0,0.2,1.77,1.78,60.2
Lentilles Vertes du Berry IGP label Rouge ,FRA,Fruits and vegetables,Vegetables,-12.0,-12.0,0.012,0.03048,24.3,1313.0,0.2,1.2,1.9,48.8
Lentilles Vertes,FRA,Fruits and vegetables,Vegetables,-12.0,-12.0,0.0078740157480315,0.02,25.8,1292.0,0.2,2.0,1.1,37.0
Movin' Box Lentilles aux épices & Poulet,FRA,Composite foods,One-dish meals,-5.0,-5.0,0.242913385826772,0.617,7.6,375.0,0.24,1.5,2.1,8.5
Langue de Porc Sauce Madère,FRA,Fish Meat Eggs,Processed meat,4.0,4.0,0.433070866141732,1.1,13.0,652.0,4.5,1.9,10.2,2.5
Jardinière de Légumes,FRA,unknown,unknown,-4.0,-4.0,0.057999999999999996,0.14732,2.1,194.0,0.1,2.1,0.9,6.2
"Blédichef, Spaghetti à la Bolognaise ",FRA,unknown,unknown,-1.0,-1.0,0.110236220472441,0.28,3.8,336.0,0.8,2.1,2.5,9.8
Mon 1er Petit Pot Artichaut,FRA,unknown,unknown,-2.0,-2.0,0.0196850393700787,0.05,1.1,133.0,0.02,0.8,0.1,5.5
Mon 1er petit pot Potirons,FRA,unknown,unknown,-2.0,-2.0,0.002,0.0050799999999999994,1.0,169.0,0.04,2.1,0.1,7.9
Blédichef Douceur d'épinards et riz au lait,FRA,unknown,unknown,-1.0,-1.0,0.141,0.35814,2.5,306.0,0.7,2.3,2.3,9.7
"Blédichef, Petits spaghetti et sa sauce aux légumes au lait",FRA,Composite foods,One-dish meals,1.0,1.0,0.13699999999999998,0.34798,2.5,339.0,0.4,2.0,2.3,12.2
"Blédichef, Fondue de courgettes et petits macaroni ",FRA,Composite foods,One-dish meals,-1.0,-1.0,0.142,0.36068,2.3,289.0,0.54,2.29,2.1,9.5
"Blédichef Sauté de pommes de terre, Petits pois et Veau",FRA,unknown,unknown,-2.0,-2.0,0.14960629921259802,0.38,3.1,297.0,0.7,1.6,2.0,9.3
Blédichef Paëlla des tous-petits,FRA,unknown,unknown,-1.0,-1.0,0.145669291338583,0.37,2.7,280.0,0.3,1.1,1.8,9.7
"Blédichef, Farandole de carottes fondantes et ses coquillettes au lait",FRA,Composite foods,One-dish meals,-2.0,-2.0,0.146,0.37084,2.4,323.0,0.4,3.3,2.2,11.1
Blédichef Duo d'épinards carottes et petites pâtes,FRA,unknown,unknown,-2.0,-2.0,0.09448818897637801,0.24,2.5,293.0,0.5,2.0,2.2,9.4
"Blédichef Jardinière de Légumes, Pâtes",FRA,unknown,unknown,-2.0,-2.0,0.14173228346456698,0.36,2.4,297.0,0.5,2.5,2.2,9.7
Blédichef Navarin aux Légumes,FRA,unknown,unknown,-1.0,-1.0,0.14960629921259802,0.38,2.7,285.0,0.7,1.6,1.8,9.4
